Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
31-01-2023,China Ferry Terminal,Arrival,750,274,17,1041
31-01-2023,China Ferry Terminal,Departure,395,336,13,744
1/2/2023,China Ferry Terminal,Arrival,389,255,13,657
1/2/2023,China Ferry Terminal,Departure,364,197,11,572
2/2/2023,China Ferry Terminal,Arrival,340,186,19,545
2/2/2023,China Ferry Terminal,Departure,355,210,26,591
3/2/2023,China Ferry Terminal,Arrival,341,231,25,597
3/2/2023,China Ferry Terminal,Departure,470,281,22,773
4/2/2023,China Ferry Terminal,Arrival,283,202,10,495
4/2/2023,China Ferry Terminal,Departure,395,250,11,656
5/2/2023,China Ferry Terminal,Arrival,411,107,19,537
5/2/2023,China Ferry Terminal,Departure,209,210,32,451
6/2/2023,China Ferry Terminal,Arrival,537,252,16,805
6/2/2023,China Ferry Terminal,Departure,631,187,24,842
7/2/2023,China Ferry Terminal,Arrival,390,258,26,674
7/2/2023,China Ferry Terminal,Departure,510,191,22,723
8/2/2023,China Ferry Terminal,Arrival,419,278,23,720
8/2/2023,China Ferry Terminal,Departure,497,254,18,769
9/2/2023,China Ferry Terminal,Arrival,491,335,23,849
9/2/2023,China Ferry Terminal,Departure,610,253,32,895
10/2/2023,China Ferry Terminal,Arrival,556,404,26,986
10/2/2023,China Ferry Terminal,Departure,862,329,23,1214
11/2/2023,China Ferry Terminal,Arrival,473,356,35,864
11/2/2023,China Ferry Terminal,Departure,761,274,21,1056
12/2/2023,China Ferry Terminal,Arrival,949,316,22,1287
12/2/2023,China Ferry Terminal,Departure,481,390,41,912
13-02-2023,China Ferry Terminal,Arrival,597,389,19,1005
13-02-2023,China Ferry Terminal,Departure,646,284,26,956
14-02-2023,China Ferry Terminal,Arrival,481,308,15,804
14-02-2023,China Ferry Terminal,Departure,465,348,29,842
15-02-2023,China Ferry Terminal,Arrival,480,436,39,955
15-02-2023,China Ferry Terminal,Departure,562,323,40,925
16-02-2023,China Ferry Terminal,Arrival,521,455,23,999
16-02-2023,China Ferry Terminal,Departure,639,335,12,986
17-02-2023,China Ferry Terminal,Arrival,734,557,25,1316
17-02-2023,China Ferry Terminal,Departure,778,390,16,1184
18-02-2023,China Ferry Terminal,Arrival,485,704,47,1236
18-02-2023,China Ferry Terminal,Departure,896,400,26,1322
19-02-2023,China Ferry Terminal,Arrival,1048,493,27,1568
19-02-2023,China Ferry Terminal,Departure,505,544,39,1088
20-02-2023,China Ferry Terminal,Arrival,731,567,38,1336
20-02-2023,China Ferry Terminal,Departure,714,366,20,1100
21-02-2023,China Ferry Terminal,Arrival,543,599,29,1171
21-02-2023,China Ferry Terminal,Departure,613,354,21,988
22-02-2023,China Ferry Terminal,Arrival,558,529,30,1117
22-02-2023,China Ferry Terminal,Departure,545,388,23,956
23-02-2023,China Ferry Terminal,Arrival,526,455,35,1016
23-02-2023,China Ferry Terminal,Departure,591,418,27,1036
24-02-2023,China Ferry Terminal,Arrival,750,547,37,1334
24-02-2023,China Ferry Terminal,Departure,957,442,25,1424
25-02-2023,China Ferry Terminal,Arrival,582,670,35,1287
25-02-2023,China Ferry Terminal,Departure,899,338,26,1263
26-02-2023,China Ferry Terminal,Arrival,1139,420,36,1595
26-02-2023,China Ferry Terminal,Departure,502,531,40,1073
27-02-2023,China Ferry Terminal,Arrival,672,414,28,1114
27-02-2023,China Ferry Terminal,Departure,713,373,45,1131
28-02-2023,China Ferry Terminal,Arrival,592,453,28,1073
28-02-2023,China Ferry Terminal,Departure,623,341,34,998
1/3/2023,China Ferry Terminal,Arrival,546,402,38,986
1/3/2023,China Ferry Terminal,Departure,603,341,31,975
2/3/2023,China Ferry Terminal,Arrival,573,417,26,1016
2/3/2023,China Ferry Terminal,Departure,621,307,18,946
3/3/2023,China Ferry Terminal,Arrival,751,544,53,1348
3/3/2023,China Ferry Terminal,Departure,1041,421,35,1497
4/3/2023,China Ferry Terminal,Arrival,552,693,69,1314
4/3/2023,China Ferry Terminal,Departure,962,326,34,1322
5/3/2023,China Ferry Terminal,Arrival,1191,545,19,1755
5/3/2023,China Ferry Terminal,Departure,505,562,57,1124
6/3/2023,China Ferry Terminal,Arrival,627,484,26,1137
6/3/2023,China Ferry Terminal,Departure,679,379,33,1091
7/3/2023,China Ferry Terminal,Arrival,482,421,44,947
7/3/2023,China Ferry Terminal,Departure,583,382,34,999
8/3/2023,China Ferry Terminal,Arrival,509,401,37,947
8/3/2023,China Ferry Terminal,Departure,550,384,37,971
9/3/2023,China Ferry Terminal,Arrival,574,486,53,1113
9/3/2023,China Ferry Terminal,Departure,647,405,36,1088
10/3/2023,China Ferry Terminal,Arrival,707,572,63,1342
10/3/2023,China Ferry Terminal,Departure,974,394,29,1397
11/3/2023,China Ferry Terminal,Arrival,473,803,49,1325
11/3/2023,China Ferry Terminal,Departure,845,398,41,1284
12/3/2023,China Ferry Terminal,Arrival,1238,469,21,1728
12/3/2023,China Ferry Terminal,Departure,507,723,38,1268
13-03-2023,China Ferry Terminal,Arrival,698,507,28,1233
13-03-2023,China Ferry Terminal,Departure,683,351,35,1069
14-03-2023,China Ferry Terminal,Arrival,570,430,52,1052
14-03-2023,China Ferry Terminal,Departure,549,400,31,980
15-03-2023,China Ferry Terminal,Arrival,527,495,45,1067
15-03-2023,China Ferry Terminal,Departure,628,368,35,1031
16-03-2023,China Ferry Terminal,Arrival,536,456,53,1045
16-03-2023,China Ferry Terminal,Departure,650,390,38,1078
17-03-2023,China Ferry Terminal,Arrival,695,631,47,1373
17-03-2023,China Ferry Terminal,Departure,943,505,32,1480
18-03-2023,China Ferry Terminal,Arrival,599,868,76,1543
18-03-2023,China Ferry Terminal,Departure,870,409,35,1314
19-03-2023,China Ferry Terminal,Arrival,1178,635,47,1860
19-03-2023,China Ferry Terminal,Departure,457,700,74,1231
20-03-2023,China Ferry Terminal,Arrival,694,473,30,1197
20-03-2023,China Ferry Terminal,Departure,710,490,39,1239
21-03-2023,China Ferry Terminal,Arrival,519,494,49,1062
21-03-2023,China Ferry Terminal,Departure,548,353,22,923
22-03-2023,China Ferry Terminal,Arrival,436,481,36,953
22-03-2023,China Ferry Terminal,Departure,476,353,38,867
23-03-2023,China Ferry Terminal,Arrival,534,555,30,1119
23-03-2023,China Ferry Terminal,Departure,515,400,27,942
24-03-2023,China Ferry Terminal,Arrival,597,811,67,1475
24-03-2023,China Ferry Terminal,Departure,851,439,23,1313
25-03-2023,China Ferry Terminal,Arrival,509,853,67,1429
25-03-2023,China Ferry Terminal,Departure,646,519,29,1194
26-03-2023,China Ferry Terminal,Arrival,1099,422,41,1562
26-03-2023,China Ferry Terminal,Departure,426,733,44,1203
27-03-2023,China Ferry Terminal,Arrival,531,364,34,929
27-03-2023,China Ferry Terminal,Departure,635,376,45,1056
28-03-2023,China Ferry Terminal,Arrival,454,325,35,814
28-03-2023,China Ferry Terminal,Departure,497,345,34,876
29-03-2023,China Ferry Terminal,Arrival,493,397,50,940
29-03-2023,China Ferry Terminal,Departure,605,323,42,970
30-03-2023,China Ferry Terminal,Arrival,531,591,32,1154
30-03-2023,China Ferry Terminal,Departure,616,491,32,1139
31-03-2023,China Ferry Terminal,Arrival,731,659,57,1447
31-03-2023,China Ferry Terminal,Departure,896,546,29,1471
1/4/2023,China Ferry Terminal,Arrival,456,962,78,1496
1/4/2023,China Ferry Terminal,Departure,1518,529,32,2079
2/4/2023,China Ferry Terminal,Arrival,727,467,47,1241
2/4/2023,China Ferry Terminal,Departure,901,766,57,1724
3/4/2023,China Ferry Terminal,Arrival,499,353,58,910
3/4/2023,China Ferry Terminal,Departure,1118,453,59,1630
4/4/2023,China Ferry Terminal,Arrival,540,360,34,934
4/4/2023,China Ferry Terminal,Departure,2932,441,54,3427
5/4/2023,China Ferry Terminal,Arrival,888,492,53,1433
5/4/2023,China Ferry Terminal,Departure,2777,435,59,3271
6/4/2023,China Ferry Terminal,Arrival,1151,411,50,1612
6/4/2023,China Ferry Terminal,Departure,2776,394,53,3223
7/4/2023,China Ferry Terminal,Arrival,1097,432,43,1572
7/4/2023,China Ferry Terminal,Departure,4044,310,40,4394
8/4/2023,China Ferry Terminal,Arrival,1774,692,49,2515
8/4/2023,China Ferry Terminal,Departure,2295,403,43,2741
9/4/2023,China Ferry Terminal,Arrival,3635,334,34,4003
9/4/2023,China Ferry Terminal,Departure,1005,477,52,1534
10/4/2023,China Ferry Terminal,Arrival,4302,597,41,4940
10/4/2023,China Ferry Terminal,Departure,629,306,26,961
11/4/2023,China Ferry Terminal,Arrival,1715,1291,77,3083
11/4/2023,China Ferry Terminal,Departure,643,345,30,1018
12/4/2023,China Ferry Terminal,Arrival,1058,964,93,2115
12/4/2023,China Ferry Terminal,Departure,605,604,67,1276
13-04-2023,China Ferry Terminal,Arrival,835,980,81,1896
13-04-2023,China Ferry Terminal,Departure,662,804,76,1542
14-04-2023,China Ferry Terminal,Arrival,906,1092,80,2078
14-04-2023,China Ferry Terminal,Departure,1106,1011,131,2248
15-04-2023,China Ferry Terminal,Arrival,904,1196,62,2162
15-04-2023,China Ferry Terminal,Departure,1439,1079,113,2631
16-04-2023,China Ferry Terminal,Arrival,1871,866,48,2785
16-04-2023,China Ferry Terminal,Departure,682,890,103,1675
17-04-2023,China Ferry Terminal,Arrival,880,635,61,1576
17-04-2023,China Ferry Terminal,Departure,731,539,69,1339
18-04-2023,China Ferry Terminal,Arrival,679,726,103,1508
18-04-2023,China Ferry Terminal,Departure,651,526,65,1242
19-04-2023,China Ferry Terminal,Arrival,581,450,117,1148
19-04-2023,China Ferry Terminal,Departure,573,418,77,1068
20-04-2023,China Ferry Terminal,Arrival,593,496,100,1189
20-04-2023,China Ferry Terminal,Departure,536,457,34,1027
21-04-2023,China Ferry Terminal,Arrival,753,632,108,1493
21-04-2023,China Ferry Terminal,Departure,979,473,51,1503
22-04-2023,China Ferry Terminal,Arrival,695,775,93,1563
22-04-2023,China Ferry Terminal,Departure,1130,564,67,1761
23-04-2023,China Ferry Terminal,Arrival,1301,728,52,2081
23-04-2023,China Ferry Terminal,Departure,565,640,52,1257
24-04-2023,China Ferry Terminal,Arrival,750,555,73,1378
24-04-2023,China Ferry Terminal,Departure,780,421,65,1266
25-04-2023,China Ferry Terminal,Arrival,610,573,93,1276
25-04-2023,China Ferry Terminal,Departure,666,566,39,1271
26-04-2023,China Ferry Terminal,Arrival,685,637,91,1413
26-04-2023,China Ferry Terminal,Departure,559,469,34,1062
27-04-2023,China Ferry Terminal,Arrival,612,694,87,1393
27-04-2023,China Ferry Terminal,Departure,627,518,45,1190
28-04-2023,China Ferry Terminal,Arrival,816,1039,129,1984
28-04-2023,China Ferry Terminal,Departure,1334,515,55,1904
29-04-2023,China Ferry Terminal,Arrival,866,2557,142,3565
29-04-2023,China Ferry Terminal,Departure,2452,852,68,3372
30-04-2023,China Ferry Terminal,Arrival,1127,2001,98,3226
30-04-2023,China Ferry Terminal,Departure,1015,1076,93,2184
1/5/2023,China Ferry Terminal,Arrival,2692,1966,80,4738
1/5/2023,China Ferry Terminal,Departure,464,1573,65,2102
2/5/2023,China Ferry Terminal,Arrival,976,1637,82,2695
2/5/2023,China Ferry Terminal,Departure,650,2149,66,2865
3/5/2023,China Ferry Terminal,Arrival,553,585,60,1198
3/5/2023,China Ferry Terminal,Departure,792,2112,89,2993
4/5/2023,China Ferry Terminal,Arrival,503,513,40,1056
4/5/2023,China Ferry Terminal,Departure,557,506,36,1099
5/5/2023,China Ferry Terminal,Arrival,617,647,63,1327
5/5/2023,China Ferry Terminal,Departure,737,407,38,1182
6/5/2023,China Ferry Terminal,Arrival,525,776,69,1370
6/5/2023,China Ferry Terminal,Departure,742,494,49,1285
7/5/2023,China Ferry Terminal,Arrival,975,670,37,1682
7/5/2023,China Ferry Terminal,Departure,382,625,69,1076
8/5/2023,China Ferry Terminal,Arrival,534,470,45,1049
8/5/2023,China Ferry Terminal,Departure,757,508,61,1326
9/5/2023,China Ferry Terminal,Arrival,468,579,74,1121
9/5/2023,China Ferry Terminal,Departure,637,451,44,1132
10/5/2023,China Ferry Terminal,Arrival,553,811,65,1429
10/5/2023,China Ferry Terminal,Departure,557,422,54,1033
11/5/2023,China Ferry Terminal,Arrival,564,782,70,1416
11/5/2023,China Ferry Terminal,Departure,573,623,50,1246
12/5/2023,China Ferry Terminal,Arrival,715,662,89,1466
12/5/2023,China Ferry Terminal,Departure,973,620,42,1635
13-05-2023,China Ferry Terminal,Arrival,661,1484,71,2216
13-05-2023,China Ferry Terminal,Departure,759,485,33,1277
14-05-2023,China Ferry Terminal,Arrival,1113,795,61,1969
14-05-2023,China Ferry Terminal,Departure,526,1008,79,1613
15-05-2023,China Ferry Terminal,Arrival,584,826,59,1469
15-05-2023,China Ferry Terminal,Departure,781,703,53,1537
16-05-2023,China Ferry Terminal,Arrival,549,719,61,1329
16-05-2023,China Ferry Terminal,Departure,594,704,42,1340
17-05-2023,China Ferry Terminal,Arrival,503,587,46,1136
17-05-2023,China Ferry Terminal,Departure,599,605,64,1268
18-05-2023,China Ferry Terminal,Arrival,697,739,69,1505
18-05-2023,China Ferry Terminal,Departure,605,519,35,1159
19-05-2023,China Ferry Terminal,Arrival,700,820,81,1601
19-05-2023,China Ferry Terminal,Departure,868,700,47,1615
20-05-2023,China Ferry Terminal,Arrival,541,1046,75,1662
20-05-2023,China Ferry Terminal,Departure,769,746,36,1551
21-05-2023,China Ferry Terminal,Arrival,1000,565,59,1624
21-05-2023,China Ferry Terminal,Departure,462,977,83,1522
22-05-2023,China Ferry Terminal,Arrival,568,522,40,1130
22-05-2023,China Ferry Terminal,Departure,693,495,56,1244
23-05-2023,China Ferry Terminal,Arrival,445,535,63,1043
23-05-2023,China Ferry Terminal,Departure,666,413,63,1142
24-05-2023,China Ferry Terminal,Arrival,564,519,75,1158
24-05-2023,China Ferry Terminal,Departure,688,481,63,1232
25-05-2023,China Ferry Terminal,Arrival,657,547,56,1260
25-05-2023,China Ferry Terminal,Departure,1650,489,46,2185
26-05-2023,China Ferry Terminal,Arrival,689,445,70,1204
26-05-2023,China Ferry Terminal,Departure,2543,406,27,2976
27-05-2023,China Ferry Terminal,Arrival,968,944,82,1994
27-05-2023,China Ferry Terminal,Departure,651,473,21,1145
28-05-2023,China Ferry Terminal,Arrival,2738,479,44,3261
28-05-2023,China Ferry Terminal,Departure,442,736,58,1236
29-05-2023,China Ferry Terminal,Arrival,855,527,41,1423
29-05-2023,China Ferry Terminal,Departure,598,474,46,1118
30-05-2023,China Ferry Terminal,Arrival,574,418,56,1048
30-05-2023,China Ferry Terminal,Departure,615,377,43,1035
31-05-2023,China Ferry Terminal,Arrival,520,550,46,1116
31-05-2023,China Ferry Terminal,Departure,475,415,47,937
1/6/2023,China Ferry Terminal,Arrival,510,451,51,1012
1/6/2023,China Ferry Terminal,Departure,504,432,30,966
2/6/2023,China Ferry Terminal,Arrival,671,541,45,1257
2/6/2023,China Ferry Terminal,Departure,687,402,35,1124
3/6/2023,China Ferry Terminal,Arrival,478,707,40,1225
3/6/2023,China Ferry Terminal,Departure,687,443,54,1184
4/6/2023,China Ferry Terminal,Arrival,841,406,31,1278
4/6/2023,China Ferry Terminal,Departure,406,644,49,1099
5/6/2023,China Ferry Terminal,Arrival,509,502,47,1058
5/6/2023,China Ferry Terminal,Departure,626,332,54,1012
6/6/2023,China Ferry Terminal,Arrival,522,642,52,1216
6/6/2023,China Ferry Terminal,Departure,585,440,68,1093
7/6/2023,China Ferry Terminal,Arrival,518,613,37,1168
7/6/2023,China Ferry Terminal,Departure,590,465,58,1113
8/6/2023,China Ferry Terminal,Arrival,571,508,48,1127
8/6/2023,China Ferry Terminal,Departure,612,596,54,1262
9/6/2023,China Ferry Terminal,Arrival,702,620,83,1405
9/6/2023,China Ferry Terminal,Departure,929,503,45,1477
10/6/2023,China Ferry Terminal,Arrival,490,1067,62,1619
10/6/2023,China Ferry Terminal,Departure,805,436,46,1287
11/6/2023,China Ferry Terminal,Arrival,1106,569,35,1710
11/6/2023,China Ferry Terminal,Departure,486,882,64,1432
12/6/2023,China Ferry Terminal,Arrival,607,560,62,1229
12/6/2023,China Ferry Terminal,Departure,693,518,56,1267
13-06-2023,China Ferry Terminal,Arrival,478,506,63,1047
13-06-2023,China Ferry Terminal,Departure,556,382,49,987
14-06-2023,China Ferry Terminal,Arrival,581,562,73,1216
14-06-2023,China Ferry Terminal,Departure,543,489,51,1083
15-06-2023,China Ferry Terminal,Arrival,587,548,91,1226
15-06-2023,China Ferry Terminal,Departure,606,398,41,1045
16-06-2023,China Ferry Terminal,Arrival,677,619,82,1378
16-06-2023,China Ferry Terminal,Departure,911,494,49,1454
17-06-2023,China Ferry Terminal,Arrival,522,661,56,1239
17-06-2023,China Ferry Terminal,Departure,757,370,42,1169
18-06-2023,China Ferry Terminal,Arrival,1016,471,37,1524
18-06-2023,China Ferry Terminal,Departure,532,713,54,1299
19-06-2023,China Ferry Terminal,Arrival,601,530,59,1190
19-06-2023,China Ferry Terminal,Departure,758,510,41,1309
20-06-2023,China Ferry Terminal,Arrival,589,546,42,1177
20-06-2023,China Ferry Terminal,Departure,703,463,55,1221
21-06-2023,China Ferry Terminal,Arrival,799,675,59,1533
21-06-2023,China Ferry Terminal,Departure,1032,507,52,1591
22-06-2023,China Ferry Terminal,Arrival,625,1493,103,2221
22-06-2023,China Ferry Terminal,Departure,1101,533,60,1694
23-06-2023,China Ferry Terminal,Arrival,576,1050,68,1694
23-06-2023,China Ferry Terminal,Departure,822,824,53,1699
24-06-2023,China Ferry Terminal,Arrival,751,491,53,1295
24-06-2023,China Ferry Terminal,Departure,1006,1009,57,2072
25-06-2023,China Ferry Terminal,Arrival,1753,515,40,2308
25-06-2023,China Ferry Terminal,Departure,489,561,48,1098
26-06-2023,China Ferry Terminal,Arrival,852,676,83,1611
26-06-2023,China Ferry Terminal,Departure,794,537,71,1402
27-06-2023,China Ferry Terminal,Arrival,686,536,47,1269
27-06-2023,China Ferry Terminal,Departure,616,463,47,1126
28-06-2023,China Ferry Terminal,Arrival,488,581,54,1123
28-06-2023,China Ferry Terminal,Departure,589,475,52,1116
29-06-2023,China Ferry Terminal,Arrival,605,620,49,1274
29-06-2023,China Ferry Terminal,Departure,575,633,39,1247
30-06-2023,China Ferry Terminal,Arrival,897,704,68,1669
30-06-2023,China Ferry Terminal,Departure,1377,548,41,1966
1/7/2023,China Ferry Terminal,Arrival,549,894,56,1499
1/7/2023,China Ferry Terminal,Departure,1493,484,41,2018
2/7/2023,China Ferry Terminal,Arrival,2062,705,44,2811
2/7/2023,China Ferry Terminal,Departure,375,669,37,1081
3/7/2023,China Ferry Terminal,Arrival,702,691,52,1445
3/7/2023,China Ferry Terminal,Departure,731,525,52,1308
4/7/2023,China Ferry Terminal,Arrival,749,628,50,1427
4/7/2023,China Ferry Terminal,Departure,725,539,47,1311
5/7/2023,China Ferry Terminal,Arrival,556,654,70,1280
5/7/2023,China Ferry Terminal,Departure,571,619,73,1263
6/7/2023,China Ferry Terminal,Arrival,660,595,67,1322
6/7/2023,China Ferry Terminal,Departure,604,620,54,1278
7/7/2023,China Ferry Terminal,Arrival,869,581,74,1524
7/7/2023,China Ferry Terminal,Departure,861,536,61,1458
8/7/2023,China Ferry Terminal,Arrival,509,1257,60,1826
8/7/2023,China Ferry Terminal,Departure,945,804,40,1789
9/7/2023,China Ferry Terminal,Arrival,1200,958,40,2198
9/7/2023,China Ferry Terminal,Departure,565,897,55,1517
10/7/2023,China Ferry Terminal,Arrival,745,934,81,1760
10/7/2023,China Ferry Terminal,Departure,736,630,77,1443
11/7/2023,China Ferry Terminal,Arrival,633,890,73,1596
11/7/2023,China Ferry Terminal,Departure,627,714,56,1397
12/7/2023,China Ferry Terminal,Arrival,584,711,64,1359
12/7/2023,China Ferry Terminal,Departure,642,731,64,1437
13-07-2023,China Ferry Terminal,Arrival,607,833,52,1492
13-07-2023,China Ferry Terminal,Departure,846,729,54,1629
14-07-2023,China Ferry Terminal,Arrival,807,865,89,1761
14-07-2023,China Ferry Terminal,Departure,1235,832,46,2113
15-07-2023,China Ferry Terminal,Arrival,709,1225,76,2010
15-07-2023,China Ferry Terminal,Departure,1198,774,44,2016
16-07-2023,China Ferry Terminal,Arrival,844,563,45,1452
16-07-2023,China Ferry Terminal,Departure,433,806,34,1273
17-07-2023,China Ferry Terminal,Arrival,0,0,0,0
17-07-2023,China Ferry Terminal,Departure,0,0,0,0
18-07-2023,China Ferry Terminal,Arrival,595,371,23,989
18-07-2023,China Ferry Terminal,Departure,679,407,54,1140
19-07-2023,China Ferry Terminal,Arrival,594,773,43,1410
19-07-2023,China Ferry Terminal,Departure,762,566,31,1359
20-07-2023,China Ferry Terminal,Arrival,640,851,64,1555
20-07-2023,China Ferry Terminal,Departure,778,695,62,1535
21-07-2023,China Ferry Terminal,Arrival,701,953,77,1731
21-07-2023,China Ferry Terminal,Departure,1134,781,60,1975
22-07-2023,China Ferry Terminal,Arrival,543,1659,78,2280
22-07-2023,China Ferry Terminal,Departure,1178,1045,51,2274
23-07-2023,China Ferry Terminal,Arrival,1217,1183,69,2469
23-07-2023,China Ferry Terminal,Departure,527,1228,61,1816
24-07-2023,China Ferry Terminal,Arrival,768,1016,46,1830
24-07-2023,China Ferry Terminal,Departure,766,854,52,1672
25-07-2023,China Ferry Terminal,Arrival,668,975,53,1696
25-07-2023,China Ferry Terminal,Departure,728,774,47,1549
26-07-2023,China Ferry Terminal,Arrival,658,933,54,1645
26-07-2023,China Ferry Terminal,Departure,640,892,82,1614
27-07-2023,China Ferry Terminal,Arrival,540,782,57,1379
27-07-2023,China Ferry Terminal,Departure,567,700,48,1315
28-07-2023,China Ferry Terminal,Arrival,568,747,79,1394
28-07-2023,China Ferry Terminal,Departure,927,802,30,1759
29-07-2023,China Ferry Terminal,Arrival,490,1244,48,1782
29-07-2023,China Ferry Terminal,Departure,1099,805,22,1926
30-07-2023,China Ferry Terminal,Arrival,1270,1022,66,2358
30-07-2023,China Ferry Terminal,Departure,535,1112,66,1713
31-07-2023,China Ferry Terminal,Arrival,795,943,64,1802
31-07-2023,China Ferry Terminal,Departure,762,832,62,1656
1/8/2023,China Ferry Terminal,Arrival,736,1017,48,1801
1/8/2023,China Ferry Terminal,Departure,718,844,40,1602
2/8/2023,China Ferry Terminal,Arrival,598,930,43,1571
2/8/2023,China Ferry Terminal,Departure,766,840,40,1646
3/8/2023,China Ferry Terminal,Arrival,733,1094,59,1886
3/8/2023,China Ferry Terminal,Departure,789,916,47,1752
4/8/2023,China Ferry Terminal,Arrival,799,1199,87,2085
4/8/2023,China Ferry Terminal,Departure,1255,993,47,2295
5/8/2023,China Ferry Terminal,Arrival,721,1885,56,2662
5/8/2023,China Ferry Terminal,Departure,1395,1093,59,2547
6/8/2023,China Ferry Terminal,Arrival,1654,1323,49,3026
6/8/2023,China Ferry Terminal,Departure,620,1429,69,2118
7/8/2023,China Ferry Terminal,Arrival,895,1144,53,2092
7/8/2023,China Ferry Terminal,Departure,842,1042,59,1943
8/8/2023,China Ferry Terminal,Arrival,796,1109,69,1974
8/8/2023,China Ferry Terminal,Departure,749,905,44,1698
9/8/2023,China Ferry Terminal,Arrival,702,1018,55,1775
9/8/2023,China Ferry Terminal,Departure,737,954,62,1753
10/8/2023,China Ferry Terminal,Arrival,687,1103,121,1911
10/8/2023,China Ferry Terminal,Departure,821,1065,61,1947
11/8/2023,China Ferry Terminal,Arrival,791,1158,95,2044
11/8/2023,China Ferry Terminal,Departure,1177,1185,65,2427
12/8/2023,China Ferry Terminal,Arrival,754,1972,86,2812
12/8/2023,China Ferry Terminal,Departure,1343,1287,69,2699
13-08-2023,China Ferry Terminal,Arrival,1803,1347,62,3212
13-08-2023,China Ferry Terminal,Departure,710,1511,53,2274
14-08-2023,China Ferry Terminal,Arrival,939,1239,62,2240
14-08-2023,China Ferry Terminal,Departure,824,1072,79,1975
15-08-2023,China Ferry Terminal,Arrival,798,1106,47,1951
15-08-2023,China Ferry Terminal,Departure,722,1017,46,1785
16-08-2023,China Ferry Terminal,Arrival,706,1208,71,1985
